Date;Filière;Valeur (TWh);Nature
2020-06;"Renewable thermal and waste";0,794151711301;Données Consolidées
2020-07;"Renewable thermal and waste";0,829793115858;Données Consolidées
2020-08;"Renewable thermal and waste";0,804503956461;Données Consolidées
2020-09;"Renewable thermal and waste";0,753483552603;Données Consolidées
2020-10;"Renewable thermal and waste";0,741605348185;Données Consolidées
2020-11;"Renewable thermal and waste";0,769599547349;Données Consolidées
2020-12;"Renewable thermal and waste";0,814550774472;Données Consolidées
2021-01;"Renewable thermal and waste";0,837861955859;Données Consolidées
2021-02;"Renewable thermal and waste";0,766739452797;Données Consolidées
2021-03;"Renewable thermal and waste";0,849636906781;Données Consolidées
2021-04;"Renewable thermal and waste";0,789937717898;Données Consolidées
2021-05;"Renewable thermal and waste";0,83886775923;Données Consolidées
2021-06;"Renewable thermal and waste";0,780021492498;Données Consolidées
2021-07;"Renewable thermal and waste";0,903282751788;Données Consolidées
2021-08;"Renewable thermal and waste";0,860597936037;Données Consolidées
2021-09;"Renewable thermal and waste";0,81283048855;Données Consolidées
2021-10;"Renewable thermal and waste";0,831707176861;Données Consolidées
2021-11;"Renewable thermal and waste";0,834926014383;Données Consolidées
2021-12;"Renewable thermal and waste";0,85589721684;Données Consolidées
2022-01;"Renewable thermal and waste";0,877263654405;Données Consolidées
2022-02;"Renewable thermal and waste";0,856142228535;Données Consolidées
2022-03;"Renewable thermal and waste";0,929929800181;Données Consolidées
2022-04;"Renewable thermal and waste";0,858989530152;Données Consolidées
2022-05;"Renewable thermal and waste";0,964623065621;Données Consolidées
2022-06;"Renewable thermal and waste";0,842145071261;Données Consolidées
2022-07;"Renewable thermal and waste";0,88607434687;Données Consolidées
2022-08;"Renewable thermal and waste";0,859357810419;Données Consolidées
2022-09;"Renewable thermal and waste";0,882348554432;Données Consolidées
2022-10;"Renewable thermal and waste";0,83151481438;Données Consolidées
2022-11;"Renewable thermal and waste";0,856588161614;Données Consolidées
2022-12;"Renewable thermal and waste";0,907329609496;Données Consolidées
2023-01;"Renewable thermal and waste";0,8735922806;Données Consolidées
2023-02;"Renewable thermal and waste";0,802902533789;Données Consolidées
2023-03;"Renewable thermal and waste";0,863033561487;Données Consolidées
2023-04;"Renewable thermal and waste";0,843227665623;Données Consolidées
2023-05;"Renewable thermal and waste";0,911442514328;Données Consolidées
2023-06;"Renewable thermal and waste";0,817527882212;Données Consolidées
2023-07;"Renewable thermal and waste";0,906540397402;Données Consolidées
2023-08;"Renewable thermal and waste";0,885322874319;Données Consolidées
2023-09;"Renewable thermal and waste";0,825829559823;Données Consolidées
2023-10;"Renewable thermal and waste";0,821701675993;Données Consolidées
2023-11;"Renewable thermal and waste";0,829542584161;Données Consolidées
2023-12;"Renewable thermal and waste";0,904909072914;Données Consolidées
2024-01;"Renewable thermal and waste";0,879047903236;Données Consolidées
2024-02;"Renewable thermal and waste";0,879485299746;Données Consolidées
2024-03;"Renewable thermal and waste";0,914960719949;Données Consolidées
2024-04;"Renewable thermal and waste";0,847245777644;Données Consolidées
2024-05;"Renewable thermal and waste";0,90823874452;Données Consolidées
2024-06;"Renewable thermal and waste";0,841815515557;Données Consolidées
2024-07;"Renewable thermal and waste";0,934902680667;Données Consolidées
2024-08;"Renewable thermal and waste";0,930325376799;Données Consolidées
2024-09;"Renewable thermal and waste";0,85649358131;Données Consolidées
2024-10;"Renewable thermal and waste";0,83122697445;Données Consolidées
2024-11;"Renewable thermal and waste";0,886843567587;Données Consolidées
2024-12;"Renewable thermal and waste";0,935303795147;Données Consolidées
2025-01;"Renewable thermal and waste";0,893934235316;Données Consolidées
2025-02;"Renewable thermal and waste";0,869201069487;Données Consolidées
2025-03;"Renewable thermal and waste";0,97882336683;Données Consolidées
2025-04;"Renewable thermal and waste";0,93888621082;Données Consolidées
2025-05;"Renewable thermal and waste";0,993450774026;Données Consolidées
2025-06;"Renewable thermal and waste";0,864876026816;Données Consolidées
2025-07;"Renewable thermal and waste";0,917363380506;Données Consolidées
2025-08;"Renewable thermal and waste";0,893702497009;Données Consolidées
2025-09;"Renewable thermal and waste";0,80688696419;Données Consolidées
2025-10;"Renewable thermal and waste";0,856576612879;Données Consolidées
2025-11;"Renewable thermal and waste";0,913856934718;Données Consolidées
2025-12;"Renewable thermal and waste";0,931286953451;Données Consolidées
2026-01;"Renewable thermal and waste";0,90424350886;Données Consolidées
2026-02;"Renewable thermal and waste";0,725394;Données provisoires
2014-01;"Other";0,018913801;Données Consolidées
2014-02;"Other";0,016295962;Données Consolidées
2014-03;"Other";0,002161533;Données Consolidées
2014-04;"Other";2,9869999999935E-6;Données Consolidées
2014-05;"Other";-0,00013485299999998;Données Consolidées
2014-06;"Other";3,4570000000029E-6;Données Consolidées
2014-07;"Other";3,020000000001E-6;Données Consolidées
2014-08;"Other";-4,7596999999997E-5;Données Consolidées
2014-09;"Other";3,2560000000002E-6;Données Consolidées
2014-10;"Other";2,082000000007E-6;Données Consolidées
2014-11;"Other";3,965000000003E-6;Données Consolidées
2014-12;"Other";5,4049999999786E-6;Données Consolidées
2015-01;"Other";6,3839999999748E-6;Données Consolidées
2015-02;"Other";5,8940000000069E-6;Données Consolidées
2015-03;"Other";-0,000161346;Données Consolidées
2015-04;"Other";4,6649999999959E-6;Données Consolidées
2015-05;"Other";-1,3530000000009E-5;Données Consolidées
2015-06;"Other";4,2719999999997E-6;Données Consolidées
2015-07;"Other";5,1260000000012E-6;Données Consolidées
2015-08;"Other";4,346999999996E-6;Données Consolidées
2015-09;"Other";6,8219999999985E-6;Données Consolidées
2015-10;"Other";-1,0189999999989E-5;Données Consolidées
2015-11;"Other";4,4490000000197E-6;Données Consolidées
2015-12;"Other";4,922999999978E-6;Données Consolidées
2016-01;"Other";-0,00035200300000002;Données Consolidées
2016-02;"Other";7,6180000000139E-6;Données Consolidées
2016-03;"Other";6,0509999999826E-6;Données Consolidées
2016-04;"Other";-0,00028534099999999;Données Consolidées
2016-05;"Other";3,0809999999844E-6;Données Consolidées
2016-06;"Other";4,3889999999962E-6;Données Consolidées
2016-07;"Other";4,254000000003E-6;Données Consolidées
2016-08;"Other";3,1370000000089E-6;Données Consolidées
2016-09;"Other";3,4009999999952E-6;Données Consolidées
2016-10;"Other";3,5320000000161E-6;Données Consolidées
2016-11;"Other";5,0229999999941E-6;Données Consolidées
2016-12;"Other";4,1959999999907E-6;Données Consolidées
2017-01;"Other";0,004629743;Données Consolidées
2017-02;"Other";0,004881556;Données Consolidées
2017-03;"Other";0,004729512;Données Consolidées
2017-04;"Other";0,003037782;Données Consolidées
2017-05;"Other";0,003065897;Données Consolidées
2017-06;"Other";0,002928146;Données Consolidées
2017-07;"Other";0,003002714;Données Consolidées
2017-08;"Other";0,002985197;Données Consolidées
2017-09;"Other";0,002900169;Données Consolidées
2017-10;"Other";0,003426389;Données Consolidées
2017-11;"Other";0,00495714;Données Consolidées
2017-12;"Other";0,0058881;Données Consolidées
2018-01;"Other";0,006229883;Données Consolidées
2018-02;"Other";0,00574029;Données Consolidées
2018-03;"Other";0,005258387;Données Consolidées
2018-04;"Other";0,003846046;Données Consolidées
2018-05;"Other";0,00391015;Données Consolidées
2018-06;"Other";0,004822914;Données Consolidées
2018-07;"Other";0,004874898;Données Consolidées
2018-08;"Other";0,005193769;Données Consolidées
2018-09;"Other";0,00501932;Données Consolidées
2018-10;"Other";0,006248109;Données Consolidées
2018-11;"Other";0,011017251;Données Consolidées
2018-12;"Other";0,016122074;Données Consolidées
2019-01;"Other";0,009090203;Données Consolidées
2019-02;"Other";0,009372407;Données Consolidées
2019-03;"Other";0,00900591;Données Consolidées
2019-04;"Other";0,002832478;Données Consolidées
2019-05;"Other";0,003157509;Données Consolidées
2019-06;"Other";0,003046854;Données Consolidées
2019-07;"Other";0,003053827;Données Consolidées
2019-08;"Other";0,003031652;Données Consolidées
2019-09;"Other";0,002886597;Données Consolidées
2019-10;"Other";0,00305925;Données Consolidées
2019-11;"Other";0,011478793;Données Consolidées
2019-12;"Other";0,012811942;Données Consolidées
2020-01;"Other";0,012432534;Données Consolidées
2020-02;"Other";0,011404096;Données Consolidées
2020-03;"Other";0,012387827;Données Consolidées
2020-04;"Other";0,003111265;Données Consolidées
2020-05;"Other";0,00318552;Données Consolidées
2020-06;"Other";0,003140217;Données Consolidées
2020-07;"Other";0,003177101;Données Consolidées
2020-08;"Other";0,003256774;Données Consolidées
2020-09;"Other";0,003369896;Données Consolidées
2020-10;"Other";0,002986485;Données Consolidées
2020-11;"Other";0,008404331;Données Consolidées
2020-12;"Other";0,008564303;Données Consolidées
2021-01;"Other";0,00868292;Données Consolidées
2021-02;"Other";0,007567467;Données Consolidées
2021-03;"Other";0,008367346;Données Consolidées
2021-04;"Other";0,002730816;Données Consolidées
2021-05;"Other";0,002805881;Données Consolidées
2021-06;"Other";0,002693442;Données Consolidées
2021-07;"Other";0,002871193;Données Consolidées
2021-08;"Other";0,002787897;Données Consolidées
2021-09;"Other";0,002732351;Données Consolidées
2021-10;"Other";0,002909081;Données Consolidées
2021-11;"Other";0,008868297;Données Consolidées
2021-12;"Other";0,008788034;Données Consolidées
2022-01;"Other";0,009100026719;Données Consolidées
2022-02;"Other";0,00809013425;Données Consolidées
2022-03;"Other";0,009249337441;Données Consolidées
2022-04;"Other";0,003559366677;Données Consolidées
2022-05;"Other";0,003475564528;Données Consolidées
2022-06;"Other";0,003261391668;Données Consolidées
2022-07;"Other";0,003312720159;Données Consolidées
2022-08;"Other";0,003302785014;Données Consolidées
2022-09;"Other";0,00318399565;Données Consolidées
2022-10;"Other";0,0029980648319999;Données Consolidées
2022-11;"Other";0,007904825875;Données Consolidées
2022-12;"Other";0,009092419897;Données Consolidées
2023-01;"Other";0,007698598732;Données Consolidées
2023-02;"Other";0,007210454136;Données Consolidées
2023-03;"Other";0,007690349945;Données Consolidées
2023-04;"Other";0,0030406727769999;Données Consolidées
2023-05;"Other";0,003012114308;Données Consolidées
2023-06;"Other";0,00301116959;Données Consolidées
2023-07;"Other";0,003154620618;Données Consolidées
2023-08;"Other";0,00331187841;Données Consolidées
2023-09;"Other";0,003006629414;Données Consolidées
2023-10;"Other";0,003080496797;Données Consolidées
2023-11;"Other";0,010173390182;Données Consolidées
2023-12;"Other";0,017323588918;Données Consolidées
2024-01;"Other";0,009290937142;Données Consolidées
2024-02;"Other";0,009963940422;Données Consolidées
2024-03;"Other";0,006895256231;Données Consolidées
2024-04;"Other";0,0040034928150001;Données Consolidées
2024-05;"Other";0,00396135494;Données Consolidées
2024-06;"Other";0,004263689627;Données Consolidées
2024-07;"Other";0,004188330963;Données Consolidées
2024-08;"Other";0,004146247033;Données Consolidées
2024-09;"Other";0,004371155662;Données Consolidées
2024-10;"Other";0,004160331516;Données Consolidées
2024-11;"Other";0,007472686408;Données Consolidées
2024-12;"Other";0,009285092331;Données Consolidées
2025-01;"Other";0,008847255177;Données Consolidées
2025-02;"Other";0,00846350816;Données Consolidées
2025-03;"Other";0,007772742563;Données Consolidées
2025-04;"Other";0,003491851927;Données Consolidées
2025-05;"Other";0,003498447552;Données Consolidées
2025-06;"Other";0,003152528581;Données Consolidées
2025-07;"Other";0,003089861528;Données Consolidées
2025-08;"Other";0,002810945742;Données Consolidées
2025-09;"Other";0,002807299833;Données Consolidées
2025-10;"Other";0,002850871577;Données Consolidées
2025-11;"Other";0,006345491353;Données Consolidées
2025-12;"Other";0,008550636502;Données Consolidées
2026-01;"Other";0,008867259468;Données Consolidées
2026-02;"Other";0;Données provisoires
1995-01;" Total generation";48,322;Données Consolidées
1995-02;" Total generation";39,491;Données Consolidées
1995-03;" Total generation";44,406;Données Consolidées
1995-04;" Total generation";38,4;Données Consolidées
1995-05;" Total generation";36,525;Données Consolidées
1995-06;" Total generation";35,271;Données Consolidées
1995-07;" Total generation";35,982;Données Consolidées
1995-08;" Total generation";34,205;Données Consolidées
1995-09;" Total generation";35,454;Données Consolidées
1995-10;" Total generation";37,353;Données Consolidées
1995-11;" Total generation";41,809;Données Consolidées
1995-12;" Total generation";44,153;Données Consolidées
1996-01;" Total generation";47,754;Données Consolidées
1996-02;" Total generation";45,872;Données Consolidées
1996-03;" Total generation";44,594;Données Consolidées
1996-04;" Total generation";39,578;Données Consolidées
1996-05;" Total generation";37,734;Données Consolidées
1996-06;" Total generation";35,211;Données Consolidées
1996-07;" Total generation";36,664;Données Consolidées
1996-08;" Total generation";33,794;Données Consolidées
1996-09;" Total generation";36,248;Données Consolidées
1996-10;" Total generation";40,837;Données Consolidées
1996-11;" Total generation";43,562;Données Consolidées
1996-12;" Total generation";47,991;Données Consolidées
1997-01;" Total generation";49,585;Données Consolidées
1997-02;" Total generation";41,362;Données Consolidées
1997-03;" Total generation";40,276;Données Consolidées
1997-04;" Total generation";39,839;Données Consolidées
1997-05;" Total generation";36,942;Données Consolidées
1997-06;" Total generation";35,607;Données Consolidées
1997-07;" Total generation";36,826;Données Consolidées
1997-08;" Total generation";34,625;Données Consolidées
1997-09;" Total generation";35,964;Données Consolidées
1997-10;" Total generation";41,123;Données Consolidées
1997-11;" Total generation";42,489;Données Consolidées
1997-12;" Total generation";46,305;Données Consolidées
1998-01;" Total generation";48,66;Données Consolidées
1998-02;" Total generation";43,119;Données Consolidées
1998-03;" Total generation";44,816;Données Consolidées
1998-04;" Total generation";41,528;Données Consolidées
1998-05;" Total generation";37,805;Données Consolidées
1998-06;" Total generation";36,428;Données Consolidées
1998-07;" Total generation";35,981;Données Consolidées
1998-08;" Total generation";30,742;Données Consolidées
1998-09;" Total generation";34,602;Données Consolidées
1998-10;" Total generation";40,996;Données Consolidées
1998-11;" Total generation";44,663;Données Consolidées
1998-12;" Total generation";47,615;Données Consolidées
1999-01;" Total generation";47,461;Données Consolidées
1999-02;" Total generation";44,55;Données Consolidées
1999-03;" Total generation";44,471;Données Consolidées
1999-04;" Total generation";41,45;Données Consolidées
1999-05;" Total generation";37,242;Données Consolidées
1999-06;" Total generation";36,525;Données Consolidées
1999-07;" Total generation";38,257;Données Consolidées
1999-08;" Total generation";35,631;Données Consolidées
1999-09;" Total generation";37,723;Données Consolidées
1999-10;" Total generation";41,988;Données Consolidées
1999-11;" Total generation";45,654;Données Consolidées
1999-12;" Total generation";49,354;Données Consolidées
2000-01;" Total generation";50,126;Données Consolidées
2000-02;" Total generation";45,88;Données Consolidées
2000-03;" Total generation";46,864;Données Consolidées
2000-04;" Total generation";42,798;Données Consolidées
2000-05;" Total generation";39,848;Données Consolidées
2000-06;" Total generation";38,053;Données Consolidées
2000-07;" Total generation";38,745;Données Consolidées
2000-08;" Total generation";37,095;Données Consolidées
2000-09;" Total generation";38,405;Données Consolidées
2000-10;" Total generation";42,831;Données Consolidées
2000-11;" Total generation";47,282;Données Consolidées
2000-12;" Total generation";48,745;Données Consolidées
2001-01;" Total generation";51,492;Données Consolidées
2001-02;" Total generation";44,683;Données Consolidées
2001-03;" Total generation";46,648;Données Consolidées
2001-04;" Total generation";42,813;Données Consolidées
2001-05;" Total generation";39,823;Données Consolidées
2001-06;" Total generation";37,945;Données Consolidées
2001-07;" Total generation";39,618;Données Consolidées
2001-08;" Total generation";37,045;Données Consolidées
2001-09;" Total generation";39,296;Données Consolidées
2001-10;" Total generation";43,566;Données Consolidées
2001-11;" Total generation";48,881;Données Consolidées
2001-12;" Total generation";52,219;Données Consolidées
2002-01;" Total generation";52,859;Données Consolidées
2002-02;" Total generation";45,41;Données Consolidées
2002-03;" Total generation";47,509;Données Consolidées
2002-04;" Total generation";43,897;Données Consolidées
2002-05;" Total generation";42,5;Données Consolidées
2002-06;" Total generation";39,798;Données Consolidées
2002-07;" Total generation";40,391;Données Consolidées
2002-08;" Total generation";37,05;Données Consolidées
2002-09;" Total generation";40,015;Données Consolidées
2002-10;" Total generation";44,808;Données Consolidées
2002-11;" Total generation";48,337;Données Consolidées
2002-12;" Total generation";52,965;Données Consolidées
2003-01;" Total generation";56,257;Données Consolidées
2003-02;" Total generation";50,831;Données Consolidées
2003-03;" Total generation";48,396;Données Consolidées
2003-04;" Total generation";43,609;Données Consolidées
2003-05;" Total generation";40,88;Données Consolidées
2003-06;" Total generation";39,085;Données Consolidées
2003-07;" Total generation";40,294;Données Consolidées
2003-08;" Total generation";36,808;Données Consolidées
2003-09;" Total generation";38,482;Données Consolidées
2003-10;" Total generation";44,982;Données Consolidées
2003-11;" Total generation";48,66;Données Consolidées
2003-12;" Total generation";53,838;Données Consolidées
2004-01;" Total generation";55,472;Données Consolidées
2004-02;" Total generation";49,024;Données Consolidées
2004-03;" Total generation";50,124;Données Consolidées
2004-04;" Total generation";43,895;Données Consolidées
2004-05;" Total generation";41,782;Données Consolidées
2004-06;" Total generation";39,777;Données Consolidées
2004-07;" Total generation";40,003;Données Consolidées
2004-08;" Total generation";37,639;Données Consolidées
2004-09;" Total generation";40,202;Données Consolidées
2004-10;" Total generation";45,4;Données Consolidées
2004-11;" Total generation";49,984;Données Consolidées
2004-12;" Total generation";55,42;Données Consolidées
2005-01;" Total generation";54,661;Données Consolidées
2005-02;" Total generation";49,674;Données Consolidées
2005-03;" Total generation";49,821;Données Consolidées
2005-04;" Total generation";43,687;Données Consolidées
2005-05;" Total generation";42,608;Données Consolidées
2005-06;" Total generation";41,015;Données Consolidées
2005-07;" Total generation";39,902;Données Consolidées
2005-08;" Total generation";39,109;Données Consolidées
2005-09;" Total generation";40,708;Données Consolidées
2005-10;" Total generation";43,521;Données Consolidées
2005-11;" Total generation";49,919;Données Consolidées
2005-12;" Total generation";55,504;Données Consolidées
2006-01;" Total generation";56,001;Données Consolidées
2006-02;" Total generation";48,187;Données Consolidées
2006-03;" Total generation";50,166;Données Consolidées
2006-04;" Total generation";45,229;Données Consolidées
2006-05;" Total generation";42,641;Données Consolidées
2006-06;" Total generation";40,439;Données Consolidées
2006-07;" Total generation";40,454;Données Consolidées
2006-08;" Total generation";39,016;Données Consolidées
2006-09;" Total generation";41,263;Données Consolidées
2006-10;" Total generation";44,291;Données Consolidées
2006-11;" Total generation";48,295;Données Consolidées
2006-12;" Total generation";53,12;Données Consolidées
2007-01;" Total generation";53,539;Données Consolidées
2007-02;" Total generation";48,24;Données Consolidées
2007-03;" Total generation";50,528;Données Consolidées
2007-04;" Total generation";41,106;Données Consolidées
2007-05;" Total generation";41,338;Données Consolidées
2007-06;" Total generation";41,083;Données Consolidées
2007-07;" Total generation";41,22;Données Consolidées
2007-08;" Total generation";40,367;Données Consolidées
2007-09;" Total generation";40,772;Données Consolidées
2007-10;" Total generation";45,58;Données Consolidées
2007-11;" Total generation";47,509;Données Consolidées
2007-12;" Total generation";53,538;Données Consolidées
2008-01;" Total generation";54,95528734;Données Consolidées
2008-02;" Total generation";50,25954282;Données Consolidées
2008-03;" Total generation";50,23373701;Données Consolidées
2008-04;" Total generation";45,91604809;Données Consolidées
2008-05;" Total generation";41,72203494;Données Consolidées
2008-06;" Total generation";40,28909387;Données Consolidées
2008-07;" Total generation";41,03097275;Données Consolidées
2008-08;" Total generation";38,74173997;Données Consolidées
2008-09;" Total generation";39,91092205;Données Consolidées
2008-10;" Total generation";42,85653324;Données Consolidées
2008-11;" Total generation";48,27102054;Données Consolidées
2008-12;" Total generation";54,97287128;Données Consolidées
2009-01;" Total generation";58,143;Données Consolidées
2009-02;" Total generation";50,546;Données Consolidées
2009-03;" Total generation";49,44;Données Consolidées
2009-04;" Total generation";40,803;Données Consolidées
2009-05;" Total generation";39,671;Données Consolidées
2009-06;" Total generation";36,275;Données Consolidées
2009-07;" Total generation";37,107;Données Consolidées
2009-08;" Total generation";35,39;Données Consolidées
2009-09;" Total generation";36,157;Données Consolidées
2009-10;" Total generation";39,761;Données Consolidées
2009-11;" Total generation";43,607;Données Consolidées
2009-12;" Total generation";52,235;Données Consolidées
2010-01;" Total generation";56,542;Données Consolidées
2010-02;" Total generation";50,408;Données Consolidées
2010-03;" Total generation";51,072;Données Consolidées
2010-04;" Total generation";41,692;Données Consolidées
2010-05;" Total generation";39,847;Données Consolidées
2010-06;" Total generation";40,217;Données Consolidées
2010-07;" Total generation";41,064;Données Consolidées
2010-08;" Total generation";39,499;Données Consolidées
2010-09;" Total generation";39,218;Données Consolidées
2010-10;" Total generation";42,115;Données Consolidées
2010-11;" Total generation";49,443;Données Consolidées
2010-12;" Total generation";58,967;Données Consolidées
2011-01;" Total generation";58,226;Données Consolidées
2011-02;" Total generation";50,392;Données Consolidées
2011-03;" Total generation";50,697;Données Consolidées
2011-04;" Total generation";41,027;Données Consolidées
2011-05;" Total generation";41,071;Données Consolidées
2011-06;" Total generation";40,353;Données Consolidées
2011-07;" Total generation";40,905;Données Consolidées
2011-08;" Total generation";38,497;Données Consolidées
2011-09;" Total generation";38,968;Données Consolidées
2011-10;" Total generation";42,435;Données Consolidées
2011-11;" Total generation";46,276;Données Consolidées
2011-12;" Total generation";53,647;Données Consolidées
2012-01;" Total generation";57,177;Données Consolidées
2012-02;" Total generation";54,419;Données Consolidées
2012-03;" Total generation";48,583;Données Consolidées
2012-04;" Total generation";44,192;Données Consolidées
2012-05;" Total generation";40,433;Données Consolidées
2012-06;" Total generation";37,517;Données Consolidées
2012-07;" Total generation";37,91;Données Consolidées
2012-08;" Total generation";36,339;Données Consolidées
2012-09;" Total generation";38,035;Données Consolidées
2012-10;" Total generation";42,987;Données Consolidées
2012-11;" Total generation";49,228;Données Consolidées
2012-12;" Total generation";54,716;Données Consolidées
2013-01;" Total generation";57,739;Données Consolidées
2013-02;" Total generation";52,257;Données Consolidées
2013-03;" Total generation";51,882;Données Consolidées
2013-04;" Total generation";44,117;Données Consolidées
2013-05;" Total generation";43,377;Données Consolidées
2013-06;" Total generation";39,337;Données Consolidées
2013-07;" Total generation";40,85;Données Consolidées
2013-08;" Total generation";38,428;Données Consolidées
2013-09;" Total generation";38,605;Données Consolidées
2013-10;" Total generation";41,761;Données Consolidées
2013-11;" Total generation";48,528;Données Consolidées
2013-12;" Total generation";53,563;Données Consolidées
2014-01;" Total generation";55,763240116977;Données Consolidées
2014-02;" Total generation";49,352406304752;Données Consolidées
2014-03;" Total generation";48,045316322988;Données Consolidées
2014-04;" Total generation";40,57800073666;Données Consolidées
2014-05;" Total generation";41,646951415674;Données Consolidées
2014-06;" Total generation";39,148805071393;Données Consolidées
2014-07;" Total generation";42,514398225999;Données Consolidées
2014-08;" Total generation";39,224956737761;Données Consolidées
2014-09;" Total generation";38,994206476197;Données Consolidées
2014-10;" Total generation";41,159849420284;Données Consolidées
2014-11;" Total generation";46,920515656291;Données Consolidées
2014-12;" Total generation";54,528989902182;Données Consolidées
2015-01;" Total generation";58,087964616927;Données Consolidées
2015-02;" Total generation";51,960807157691;Données Consolidées
2015-03;" Total generation";50,499944228158;Données Consolidées
2015-04;" Total generation";41,346011048947;Données Consolidées
2015-05;" Total generation";40,476488997081;Données Consolidées
2015-06;" Total generation";39,763218323288;Données Consolidées
2015-07;" Total generation";41,543168848686;Données Consolidées
2015-08;" Total generation";38,80893903754;Données Consolidées
2015-09;" Total generation";38,926297234228;Données Consolidées
2015-10;" Total generation";44,379014834986;Données Consolidées
2015-11;" Total generation";47,376223834237;Données Consolidées
2015-12;" Total generation";51,576787153136;Données Consolidées
2016-01;" Total generation";55,89276069802;Données Consolidées
2016-02;" Total generation";51,891529223732;Données Consolidées
2016-03;" Total generation";51,942920337987;Données Consolidées
2016-04;" Total generation";43,102619170998;Données Consolidées
2016-05;" Total generation";40,577509781278;Données Consolidées
2016-06;" Total generation";39,956573897849;Données Consolidées
2016-07;" Total generation";38,385329754697;Données Consolidées
2016-08;" Total generation";35,984569615571;Données Consolidées
2016-09;" Total generation";36,380652477869;Données Consolidées
2016-10;" Total generation";39,866216044739;Données Consolidées
2016-11;" Total generation";45,410751627688;Données Consolidées
2016-12;" Total generation";51,144754727426;Données Consolidées
2017-01;" Total generation";57,115166366292;Données Consolidées
2017-02;" Total generation";47,932589303671;Données Consolidées
2017-03;" Total generation";49,661990955525;Données Consolidées
2017-04;" Total generation";42,45634520813;Données Consolidées
2017-05;" Total generation";41,451876067687;Données Consolidées
2017-06;" Total generation";37,267175900083;Données Consolidées
2017-07;" Total generation";38,818864401497;Données Consolidées
2017-08;" Total generation";37,0830761802;Données Consolidées
2017-09;" Total generation";38,564886256952;Données Consolidées
2017-10;" Total generation";39,612361078176;Données Consolidées
2017-11;" Total generation";44,85064051418;Données Consolidées
2017-12;" Total generation";53,174416910338;Données Consolidées
2018-01;" Total generation";56,63659727833;Données Consolidées
2018-02;" Total generation";53,631902685584;Données Consolidées
2018-03;" Total generation";52,349822312695;Données Consolidées
2018-04;" Total generation";42,651285226808;Données Consolidées
2018-05;" Total generation";42,644034539464;Données Consolidées
2018-06;" Total generation";40,638316500995;Données Consolidées
2018-07;" Total generation";41,188819483819;Données Consolidées
2018-08;" Total generation";37,186986634329;Données Consolidées
2018-09;" Total generation";38,803388847826;Données Consolidées
2018-10;" Total generation";42,262906948013;Données Consolidées
2018-11;" Total generation";46,229064284956;Données Consolidées
2018-12;" Total generation";53,275849520416;Données Consolidées
2019-01;" Total generation";55,813224035871;Données Consolidées
2019-02;" Total generation";50,107859559539;Données Consolidées
2019-03;" Total generation";50,338702053733;Données Consolidées
2019-04;" Total generation";42,637070456844;Données Consolidées
2019-05;" Total generation";43,560758171351;Données Consolidées
2019-06;" Total generation";40,102351085882;Données Consolidées
2019-07;" Total generation";40,475460217443;Données Consolidées
2019-08;" Total generation";37,558210329069;Données Consolidées
2019-09;" Total generation";37,521353039925;Données Consolidées
2019-10;" Total generation";41,023476718809;Données Consolidées
2019-11;" Total generation";45,794921507567;Données Consolidées
2019-12;" Total generation";51,093670730586;Données Consolidées
2020-01;" Total generation";54,600579924679;Données Consolidées
2020-02;" Total generation";50,667783865148;Données Consolidées
2020-03;" Total generation";47,927574544688;Données Consolidées
2020-04;" Total generation";36,822355075481;Données Consolidées
2020-05;" Total generation";37,628097737271;Données Consolidées
2020-06;" Total generation";34,468970241937;Données Consolidées
2020-07;" Total generation";34,462129745608;Données Consolidées
2020-08;" Total generation";33,535222495077;Données Consolidées
2020-09;" Total generation";32,158342030533;Données Consolidées
2020-10;" Total generation";41,715755599803;Données Consolidées
2020-11;" Total generation";45,096426573173;Données Consolidées
2020-12;" Total generation";50,614469690688;Données Consolidées
2021-01;" Total generation";55,37333803806;Données Consolidées
2021-02;" Total generation";46,899785570036;Données Consolidées
2021-03;" Total generation";47,514114972923;Données Consolidées
2021-04;" Total generation";39,499590970383;Données Consolidées
2021-05;" Total generation";41,369146421265;Données Consolidées
2021-06;" Total generation";39,207741784581;Données Consolidées
2021-07;" Total generation";40,501258730534;Données Consolidées
2021-08;" Total generation";39,135723084152;Données Consolidées
2021-09;" Total generation";38,472091294311;Données Consolidées
2021-10;" Total generation";41,763816594119;Données Consolidées
2021-11;" Total generation";44,346571382315;Données Consolidées
2021-12;" Total generation";48,310375726016;Données Consolidées
2022-01;" Total generation";52,181010501683;Données Consolidées
2022-02;" Total generation";45,669956251286;Données Consolidées
2022-03;" Total generation";42,578317302699;Données Consolidées
2022-04;" Total generation";36,591819663566;Données Consolidées
2022-05;" Total generation";33,96384533476;Données Consolidées
2022-06;" Total generation";31,699435328929;Données Consolidées
2022-07;" Total generation";30,934413662048;Données Consolidées
2022-08;" Total generation";29,13261591611;Données Consolidées
2022-09;" Total generation";29,014063802963;Données Consolidées
2022-10;" Total generation";32,802816738769;Données Consolidées
2022-11;" Total generation";36,768873585225;Données Consolidées
2022-12;" Total generation";44,975758845181;Données Consolidées
2023-01;" Total generation";48,914142590655;Données Consolidées
2023-02;" Total generation";43,192891590299;Données Consolidées
2023-03;" Total generation";42,617355244577;Données Consolidées
2023-04;" Total generation";38,53080909415;Données Consolidées
2023-05;" Total generation";39,116541700359;Données Consolidées
